company_name,request_url,request_company_url,location,tags,founding_date,founders,employee_range,urls,emails,phones,description_short,description
Nerd Geek Lab,https://e27.co/startup/nerd-geek-lab,http://nerdgeeklab.com,India,,May 2017,,,"http://www.twitter.com/NerdgeekLab,https://www.facebook.com/nerdgeeklab1/,https://in.linkedin.com/company/nerdgeeklab",,,NerdGeek Lab is collaboration of educative logical thinking and process of perfection of individual where a nerd is guided to build a new horizon of possibilities with his extraordinary cognition and,"NerdGeek Lab is a Student instigation platform created by SAPster for the aspiring job aspirants and those who are looking for a practical study experience as interns, based in the capital city of Delhi endowed by Sunny Ahlawat, an ICFAI Dehradun alumnus, in 2016, the Platform helps Aspiring Graduate to find job and for those who are studying, internships with Companies in India."
"Smith Marketing, Inc",https://e27.co/startup/smith-marketing-inc,http://www.smithmarketing.com,United States of America,,,,,,,,"Smith Marketing Inc., founded in 1994, is a full-service, integrated marketing agency. We are a single source provider of marketing solutions. Every project is customized to fit your specific needs. W",
Awapal Solutions,https://e27.co/startup/awapal-solutions,https://awapal.com/mlm,India,,June 2012,,,"http://www.twitter.com/awapalsolutions,https://www.facebook.com/AwapalSolutions,https://www.linkedin.com/company/awapal-solutions-pvt-ltd",,,IT Software Development Company,Boost your MLM business with MLM software provided by Awapal. The company provides instant solutions for your entire MLM business.  https://awapal.com/mlm
xMayaSolutions,https://e27.co/startup/xmayasolutions-1,https://www.xmaya.solutions,Bangladesh,,,,,,,,Simple Android & iOS mobile apps design & development web application in minutes not hours.,
Yonah,https://e27.co/startup/yonah,https://www.yonah.sg/,Singapore,Logistics/Supply Chain,,,,https://www.facebook.com/yonahsg/,,,"At Yonah, we aim to solve cargo logistics problems in rural and remote areas where the terrain is challenging and there is a lack of proper infrastructure.","At Yonah, we aim to solve cargo logistics problems in rural and remote areas where the terrain is challenging and there is a lack of proper infrastructure. By understanding these communities and using creative design and technology, we are building a medical cargo drone infrastructure to empower these isolated communities and improve their accessibility to basic healthcare."
Simulasi-Kredit.com,https://e27.co/startup/simulasi-kredit-com,http://www.simulasi-kredit.com,Indonesia,,,,,,,,,
NCrypted Technologies,https://e27.co/startup/ncrypted-technologies,https://www.ncrypted.com,India,Software,June 2006,,,"http://www.twitter.com/NCrypted,https://www.facebook.com/ncryptedtechnologies/,https://www.linkedin.com/company/ncrypted-technologies/",,,NCrypted Technologies Private Limited is an ISO 9001:2008 certified software development company providing high-end online and offline solutions to startups and medium to large scale businesses.,"NCrypted is a startup enabler! We develop disruptive products and provide solutions that help startups and enterprises to kick-start their web, mobile or software product without re-inventing the wheel. We help our clients create products with go-to-market strategy, products that have clarity and addresses the client's target audience and end-users before anything else."
Diffago,https://e27.co/startup/diffago,http://diffago.com/,Indonesia,,,,,https://www.facebook.com/diffagodotcom,,,"Diffago is One Stop Solution platform, helping people with disabilities to realize better quality of life.","Diffago is One Stop Solution platform, helping people with disabilities to realize better quality of life. Our services include:"
Limax software akuntansi,https://e27.co/startup/limax-software-akuntansi,https://limaxsoftware.com,Indonesia,,,,,https://limaxsoftware.com,,,software dan program akuntansi yang user friendly dan mudah digunakan.,
ICON+ PTE LTD,https://e27.co/startup/icon-pte-ltd,http://www.icon-plus.com,Singapore,,,,,,,,ICON+ is Singapore's leading test preparation and admissions consulting specialist. ,
Aurora Wisata Tour & Travel,https://e27.co/startup/aurora-wisata-tour-travel,https://www.tobawisata.com,Indonesia,Marketing,May 2011,,,"http://www.twitter.com/aurorawisatamedan,http://www.facebook.com/aurorawisatamedan,https://www.linkedin.com/in/aurorawisata",,,"Aurora Wisata is a travel agency in Medan, Indonesia. We provide lake toba tour package, Medan City Tour, Medan Golf Package, Lake Toba Honeymoon Package, Etc.",
Narvar,https://e27.co/startup/narvar,https://corp.narvar.com/in/,India,Productivity & CRM,,,,"http://www.twitter.com/narvarinc,https://www.facebook.com/NarvarInc/,https://www.linkedin.com/company/narvar/",,,"Leader in post-purchase experience delivering engaging, branded solutions for retailers","Narvar helps retailers inspire loyalty beyond reason. As an enterprise-grade customer experience platform serving 400+ retailers like Sephora, Patagonia, Home Depot, Gap, and Bose, Narvar enables seamless post-purchase experiences that retain, engage, and delight customers — from cart to doorstep, and beyond. With effortless order tracking, proactive communications, and seamless returns, Narvar applies machine learning across billions of interactions to simplify the everyday lives of consumers."
Bikham Healthcare,https://e27.co/startup/bikham-healthcare,https://www.bikham.com,United States of America,,,,,,,,"With Bikham healthcare alongside you , your medical billing services is handled with supreme efficiency with a team of certified technicians. Visit us anytime we are 24*7 available for you.",
Tyler Tx Roofing Pro,https://e27.co/startup/tyler-tx-roofing-pro,http://tylertxroofingpro.com/,United States of America,,,,,,,,"Are you looking for a dependable and affordable roofing contractor If, yes, then you can get in touch with Tyler Tx Roofing Pro who can help you in Tyler Roof Leak Repair. http://tylertxroofingpro.com",
Qtriangle Infotech Pvt Ltd,https://e27.co/startup/qtriangle-infotech-pvt-ltd,http://www.qtriangle.in,India,,,,,"http://www.twitter.com/economichosting,https://www.facebook.com/qtriangle.infotech,https://www.linkedin.com/company/qtriangle-infotech-pvt-ltd",,,Qtiangle Infotech Pvt. Ltd is a leading Ecommerce website design & Development company in India. We specialize in creation of 100% unique & custom Ecommerce website Offering top Ecommerce web solution,Qtriangle was first established in 2009 . our se always focused to achieve 100% customer satisfaction. Completely focused to create and deliver high-quality web applications and other solution services based on the latest technologies.
Samaj Infotech,https://e27.co/startup/samajinfotech,https://www.samajinfotech.com,India,Software Development,2018,,,"http://www.twitter.com/samajinfotech,https://www.facebook.com/samajinfotech/,https://in.linkedin.com/company/samajinfotech",,,"Samaj Infotech is the best Game Development, Website Design & Development, Mobile Applications and Animation Development Company in Ahmedabad & Gandhinagar.","We provide services that build a brand. As a leader in digital marketing, our key focus is transforming the applications through our advanced techniques in implementing web services, game development strategies, and feature-based android and iPhone applications. Nothing is more rewarding for any business when the clients are fulfilled with the quality and the delivery of the services. We promise the best to you."
dOptron,https://e27.co/startup/doptron,https://www.doptron.com/,Singapore,Hardware,,,,,,,"At d'Optron, we combine proprietary AI algorithms and novel 4D vision technologies to provide solutions for biomedical, Smart Factory and IOT applications.","At d'Optron, we combine proprietary AI algorithms and novel 4D vision technologies to provide solutions for biomedical, Smart Factory and IOT applications.  With over 30 years of experience in the field of Optical Engineering, we have produced innovative optical products that can be adapted towards your needs."
Dan Doyle Law Group,https://e27.co/startup/dan-doyle-law-group,https://www.dandoylelaw.com/Personal-Injury/Auto-Accident/Car-Accident-Attorney-Philadelphia.shtml,United States of America,,,,,"http://www.twitter.com/dandoylelaw3,http://www.facebook.com/DanDoyleLawGroup/,http://www.linkedin.com/in/dan-doyle-474673a2",,,"At Dan Doyle Law Group, an experienced Philadelphia Car Accident Attorney Daniel S. Doyle will help to recover from your injuries.","At the Dan Doyle Law Group, in Philadelphia, Media, Pennsylvania, their Car Accident Attorneys understand the emotional, physical and financial challenges people face after an accident, which is why they do whatever they can to ease a victim, and their family’s burden. Philadelphia Car Accident Attorney Dan Doyle believes in providing complete support during the recovery process, whether he’s managing paperwork or recovering fair compensation from insurance companies."
Acordis International Corp,https://e27.co/startup/acordis-international-corp,http://www.acordiscorp.com/,United States of America,,,,,"http://www.twitter.com/AcordisCorp,https://www.facebook.com/AcordisInternationalCorp,https://www.linkedin.com/company/acordis-international-corp",,,"Founded in 2008 Acordis is a Florida corporation with headquarters in Miramar, Florida.","Founded in 2008 Acordis is a Florida corporation with headquarters in Miramar, Florida. Acordis provides services to over two thousand clients nationwide. They are best known for their expertise, performance, and knowledge in Data Management, Infrastructure Management, Collaboration, Data & Enterprise Networks, Managed IT Services in Miami and Florida, Xerox copiers in Miami, Digital Signage, Document Management, MFP products and more. Acordis will continuously evolve to maintain a leadership position in the market by adding new technology partners, talented professionals, and delivering commendable quality of work and services that can encourage others, while providing a foundation for long term relationships with our customers."
LegalWiz.in,https://e27.co/startup/legalwiz-in,https://www.legalwiz.in,India,Accounting,,Shrijay Sheth,,"http://www.twitter.com/LegalWiz_in,https://www.facebook.com/LegalWiz.in/,https://www.linkedin.com/company/legalwiz.in/",,,"LegalWiz.in is committed to provide high quality professional services for small businesses, start-up entrepreneurs and individuals. Think your CA, CS, and Lawyer to be a click away.","LegalWiz.in is committed to provide high quality professional services for small businesses, start-up entrepreneurs and individuals. Our services aim to fulfil various legal and regulatory requirements to provide quick and sustainable business growth, and peace of mind. We thrive to make our services highly accessible and affordable through state-of-art technology platform and network of experienced professionals across the country. For starting a new business, protecting a trademark, managing legal compliance, keeping books of account managed, or drafting legal documents - expert professionals at LegalWiz.in are happy to help!"
QA Solved,https://e27.co/startup/qa-solved,https://www.qasolved.com/quickbooks-proadvisor-support/,United States of America,,,,,"http://www.twitter.com/qasolved,https://www.facebook.com/qasolved/",,,QASolved is a US registered firm that provides QuickBooks Help & Assistance to SMEs worldwide.,
Tubidy,https://e27.co/startup/tubidy,https://tubidy.tube,United States of America,,,,,"http://www.twitter.com/tubidytube,https://www.linkedin.com/company/tubidy/",,,We are here to provide ease method for songs downloading.,"For downloading free songs, use our free mp3 & mp4 converter. You can also have an easy download of your favorite songs in multiple languages using our free downloader tool. We offer the best tool to download music videos in mp3 format. The free music downloader also allows the users to search for their favorite Mp3 music tracks and let them save on different devices such as Android, iOS or MAC/Windows computers. Tubidy is a popular free mp3 downloader tool which is also available to use for mobile use. Here you will also find every mp3 download you are looking for in an easy manner."
Pristinesofts technology pvt ltd,https://e27.co/startup/pristinesofts-technology-pvt-ltd,https://pristinesofts.com,India,,January 2014,,,"http://www.twitter.com/pristinesofts,https://www.facebook.com/PristineSofts/,https://www.linkedin.com/company/10643582/",,,"PristineSofts Windows mobility services integrates with business processes to deliver engaging, easy-to-use mobile solutions.",
SIYA FASHION,https://e27.co/startup/siya-fashion,https://siyafashion.com/,India,Fashion,,,,,,,,
PackCrunch,https://e27.co/startup/packcrunch,https://packcrunch.com,Singapore,Design ,July 2018,,,"http://www.facebook.com/packcrunch,https://www.linkedin.com/company/packcrunch",,,"PackCrunch is the #1 rated unlimited graphic design service globally. We provide the best logos, flyers, banners and brochures to companies at 1 flat monthly rate.","PackCrunch is the #1 rated unlimited graphic design service globally. We provide the best logos, flyers, banners and brochures to companies worldwide at 1 flat monthly rate."
Studentassignments,https://e27.co/startup/studentassignments,https://www.studentsassignments.com/,United States of America,,,,,,,,Keep all your assignment related worries at bay with our help on Studentsassignments We are academic help providers who employ experts to help students out with all their homework related queries.,"At Students assignments we have a splendid group of devoted specialists who are prepared to assist every one of the Students with their homework and assignments 24x7. Be it the essential tutoring level, secondary school level, graduation or post-graduation level, we meet assignments ask for in a phenomenal way from all evaluations of Students. The subjects and streams don't make a difference for us as we have authorities who have done their lord degrees and even PHDs in different fields."
GetPassed,https://e27.co/startup/getpassed,https://getpassed.net,United Kingdom,,,,,,,,The easiest way to book a driving lesson online.,
Inyourgram,https://e27.co/startup/inyourgram,http://www.inyourgram.com/,India,,January 2015,,,,,,We are company that provides Social Media services to clients worldwide. We offer wide variety of services for - Instagram,
Trip HQ Pte Ltd,https://e27.co/startup/trip-hq-pte-ltd,http://www.triphq.com,Singapore,Internet of Things,,,,"http://www.twitter.com/triphqcom,https://www.facebook.com/TripHQcom/,https://www.linkedin.com/company/triphq/",,,"TripHQ saves time and effort for business travellers with a self-managed solution that streamlines trip planning, destination research, and bookings with a single payment - Business Travel Made Easy","TRIP HQ is a Singapore startup with operations located in Penang, Malaysia, looking to disrupt the business travel industry. We’re on a mission to automate the planning, booking, destination experience and expense reporting process for business travellers. This end-to-end platform enables individuals to take proactive control of their trips - before, during and after - allowing more time for business and making business travel easier."
Budget Forks Pty Ltd,https://e27.co/startup/budget-forks-pty-ltd,https://www.budgetforks.com.au/,Australia,,,,,,,,"Looking for trustworthy company which can provide reliable forklift in Melbourne? We are one of the best company providing affordable forklift service in Southeast Melbourne, Dandenong,keysborough.",
Go Extreme,https://e27.co/startup/go-extreme,http://www.goextreme.io,Hong Kong,,July 2018,,,"http://www.twitter.com/GoExtremeGaming,https://www.facebook.com/goextreme.io,https://www.linkedin.com/company/go-extreme/",,,Gaming Inspires,"Go Extreme endeavors to develop, operate, and promote online strategy mobile games. Our experienced development team craft real-life experiencing strategy games by utilizing big data and state-of-the-art internet technology; inspiring players' interests upon relevant domain knowledge and news."
Manjadda Media,https://e27.co/startup/manjadda-media,https://www.manjadda.co,Indonesia,,,,,,,,,
Icicle Technologies,https://e27.co/startup/icicle-technologies,https://www.icicletech.com/,United States of America,,,,,"http://www.twitter.com/icicletech,https://www.facebook.com/icicletech,https://www.linkedin.com/company/icicle-technologies-pvt.-ltd.",,,"Icicle is a Web & Mobile consulting company focusing on Start ups, Digital Agencies & Enterprises. We create beautiful & engaging UX, clean Front Ends, scalable Applications and manage them on Cloud.","Since 2004, we are focussed on building Web & Mobile products for Startups, Brands, SMBs & Enterprises."
Star Swim Schools,https://e27.co/startup/star-swim-schools,https://www.starswimschools.com.au,Australia,,August 2018,,,"http://www.twitter.com/starswimschools,http://www.linkedin.com/in/star-swimschools",,,Learn to Swim - Save your Life,Our Learn to Swim program gives uninterrupted learning for our learners all year round. Swimming Lessons are accompanied 49 weeks of the year to support for consistent training and to present students with the possibility to grow through levels at a quicker rate. The Star Swim Schools provides you peace of mind that your kid will receive a high-quality swimming education.
AMBSI - American Medical Billing Solutions Inc,https://e27.co/startup/ambsi-american-medical-billing-solutions-inc,http://ambsi.com,United States of America,,,,,,,,American Medical Billing Solutions is a renowned name that offers a comprehensive and accessible revenue cycle management solution that can help you to manage your business effortlessly.,"It has some unique features for end-to-end medical billing management. It is not an easy task to manage patient records and billing details and AMBSI makes it just like a smooth sailing. With features such as patient input, coding, electronic claim submission, payment posting, denial management, it would make things simple and streamlined for you."
Go and Play ,https://e27.co/startup/go-and-play,http://goandplay.eu,Bulgaria,,,,,"http://www.twitter.com/Goandplay1,https://www.facebook.com/Goandplay.eu/",,,Golf News & Tours Bulgaria,"The leading Bulgarian golf web portal. The best site for European tour, PGA tour, lower golf tours news. The best place for golf news and what's happening on the Bulgarian courses."
Boxie 24 Storage,https://e27.co/startup/boxie-24-storage,https://www.boxie24.com/,Germany,,,,,"http://www.twitter.com/DE.Boxie24,http://www.facebook.com/DE.Boxie24",,,"European leader in self-storage, Boxie24 Storage is a modern furniture storage. We collect, store and report the business you are cumbersome. Make room, optimize your living space.",
Arvakas Jobs,https://e27.co/startup/jobs-arvakas,http://jobs.arvakas.com,Cambodia,,2017,,,"http://www.twitter.com/piden,https://web.facebook.com/hempiden,https://www.linkedin.com/in/hempiden/",,,Arvakas Jobs is a local startup with social purpose aiming to build a good social welfare for Cambodian labors through major and career guidance to receive better opportunities in life.,"Arvakas Jobs is a local startup with social purpose aiming to build a good social welfare for Cambodian labors through major and career guidance to receive better opportunities in life. We are committed to be a lifelong supporter who will bring you sufficient information to build a clear and right pathway for a better future. We put tremendous efforts in conducting research to develop tools and best practical solutions for improving the working experience for you to build beloved company and on the candidate side to become beloved employee. Sourcing and enabling the qualified employer and potential employee are our main solutions to solve the problem of missing the direction to opportunity in Cambodia. We list all important information necessary for major and career choosing and recruiting such as course syllabuses, universities, job description, working environment, strength and skills matching and job announcement all in an online platform that allow people to review and rate the system they want."
Blue Whale Foundation,https://e27.co/startup/blue-whale-foundation,http://bluewhale.foundation,Singapore,,March 2018,,,"http://www.twitter.com/BlueWhaleFdn,http://www.facebook.com/bluewhalefoundation/,http://www.linkedin.com/company/bwx/",,,Blue Whale will empower the world’s freelance community by creating the largest worker-centric decentralized ecosystem where independent workers can pursue their passion and get the value they deserve,Blue Whale Foundation aims to create the earth’s most worker-centric ecosystem.
AMDEI,https://e27.co/startup/amdei,https://muslimdigitalecosystem.com,Indonesia,,March 2018,,,,,,Assosiasi Muslim Digital Ecosystem Indonesia,
 BDS STZ TechnoSystems Pvt Ltd,https://e27.co/startup/bds-stz-technosystems-pvt-ltd,https://stzsoft.com/web-and-application-development-services/,India,,,,,,,,STZ Soft is a professional web design company mumbai. We provide high quality web design services at Mumbai to corporate across India.,
3d Team,https://e27.co/startup/3d-team,http://www.3dteam.co.nz,New Zealand,Design,June 2017,,,"http://www.twitter.com/3DTeamNZ,https://www.facebook.com/3DTeamNZ/",,,Expertise in 3d Architectural Rendering Services,"We present 3D architectural rendering services, products, Industrial and Animation of high-quality roles that can only modify your understanding of buildings and designs. 3D Team help you to reflect the quality and execution have given us the possibility to continue serving the needs of clients in New Zealand"
Pentaho Consulting Services,https://e27.co/startup/pentaho-consulting-services,http://www.pentahoconsulting.com/,United States of America,,,,,,,,"Pentaho Consulting Services: GrayMatter is World's Largest Pentaho Consulting services company. GrayMatter is also the World's largest Pentaho workshop that helps you develop, design and implement ",
Pentaho Implementation,https://e27.co/startup/pentaho-implementation,http://www.pentahoconsulting.com/,United States of America,,,,,,,,"Pentaho implementation : GrayMatter provides Hitachi Vantara Pentaho Implementation ranging from ETL to dashboards, reporting, Visualizations with real-time integration analytics. ",
Offshore Software Development Company - Aspire Software Consultancy,https://e27.co/startup/offshore-software-development-company-aspire-software-consultancy,https://aspiresoftwareconsultancy.com/service/offshore-software-development-company/,India,,,,,,,,"Aspire Software Consultancy provide offshore software development services like offshore outsourcing, mobile and web Development with highly experienced developers. Enquire Now!",
11wickets,https://e27.co/startup/11wickets,http://11wickets.com,India,,,,,,,,11wickets is a premier fantasy gaming website that allows users to play fantasy cricket and fantasy soccer game online. Our Brand is supported by Bollywood actress Sunny Leone. ,
Sterling Trust & Fiduciary Limited,https://e27.co/startup/sterling-trust-fiduciary-limited,http://sterlingoffshore.com/,Seychelles,,,,,,,,Are you searching for an experienced offshore company formation services? Sterlingoffshore.com is one of the leading offshore company formations and registration provides with years of experience.,
Infocampus Logics,https://e27.co/startup/infocampus-logics,http://infocampus.co.in/java-training-bangalore.html,India,,June 2014,,,"http://www.twitter.com/infocamp_blr,http://infocamptraining",,,Infocampus Is One of India’s Best Java Training Institute in Bangalore that offers Practical Software Training Courses with Placements for Fresher’s And Professionals.,Infocampus Is One of the Best Java Training Institute in Bangalore 100% Placement oriented Java Training in Bangalore.
khattameeta,https://e27.co/startup/khattameeta,http://khattameeta.in,India,Food & Beverages,June 2018,,,,,,"Online Sweets Delivery is just a click away.Order your favorite sweets and get delivered anywhere in Hyderabad.Buy Indian Sweets, Bengali Sweets, Sugar Free Sweets,Sweet boxes and more.",
Tanzanite Infotech,https://e27.co/startup/tanzanite-infotech,https://www.tanzaniteinfotech.com/our-service/web-development/,India,Web,January 2010,,,"http://www.twitter.com/TanzaniteIT,https://www.facebook.com/TanzaniteInfotechIndia/,https://www.linkedin.com/company/tanzanite-infotech-pvt-ltd/",,,"Quality, convenience and world class technology, these are the very things that define us, here at Tanzanite Infotech.","Quality, convenience and world class technology, these are the very things that define us, here at Tanzanite Infotech. A leading name in developing applications, be it for iPhone or Android or web application, we aim towards bringing to you the best and the most exquisite applications in the business."
AYOREC - Ayorec Multimedia Nusantara,https://e27.co/startup/ayorec-ayorec-multimedia-nusantara,http://ayorec.com,Indonesia,,,,,,,,"Ayorec is Indonesia Multimedia platform, providing high quality video footages made by our contributors around country.",
StuCred,https://e27.co/startup/stucred,http://www.stucred.com,India,,,,,,,,StuCred provides collateral and paper-free instant cash in two minutes.,
Sumo Technologies,https://e27.co/startup/sumo-technologies,https://www.sumotech.in/,India,,,,,"http://www.twitter.com/sumo_tech,https://www.facebook.com/SumoTechnologies/,https://www.linkedin.com/in/sumotech/",,,"Sumo Technologies is a leading laptop, computer and server rental company.",
Qoinup,https://e27.co/startup/qoinup,http://www.qoinup.com,Singapore,Bitcoin,December 2017,,,http://www.linkedin.com/qoinup,,,"Qoinup - India’s International exchange, where Indians can trade in Bitcoin, Ethereum, and other cryptocurrencies using fiat. Here we intend to push the barriers in the ever innovative crytospace.",
Green Mp3,https://e27.co/startup/green-mp3,https://greenmp3.live,United States of America,,December 2017,,,"http://www.twitter.com/greenmp3_,https://www.linkedin.com/company/green-mp3/",,,"Our story began in 2017. Back then we were a provider and a contributor of whole music, audio, video with a single year.","Today, we are privileged to connect with millions of customers every day with exceptional service and more than 24,000 satisfied customers in various countries."
IPflair,https://e27.co/startup/ipflair,http://ipflair.com/,India,Law Enforcement,2013,,,https://in.linkedin.com/company/ipflair,,,"Patent Drafting , Patent Filing, Patent Search, Patent Commercialization/Monetization, Patent Enforcement, Patent Litigation, Trademark Filing, Trademark Search, Trademark Prosecution","IPflair is a social initiative to  nurture a  strong  ecosystem  of innovation in  consonance with the  Start-up  India action plan  envisioned by the Government  of  India.  IPflair is  focused  towards helping and  supporting young entrepreneurs and students in  unearthing and  protecting their Intellectual  assets which may either be Patents, Trademarks,  Copyrights   or Designs.  Our aim  is  to  introduce  innovators  to  IP  and  handhold  them  in  the process of protecting their IP. We also support innovators in realizing the potential of their IP by connecting them to our vast network of investors."
Intensity Beyond Fitness LLP,https://e27.co/startup/intensity-beyond-fitness-llp,http://www.intensity.net.in,India,Health/Medical,January 2016,,,https://www.facebook.com/intensitybeyondfitness/,,,"INTENSITY is more than fitness exercise center; it's a part of lifestyle. We are dedicated to the health and comfort of mind, body and spirit.",INTENSITY is our brand name of the business. We will provide the premium health & Fitness services to the population. Our business is based on the two simple facts which are as follow:
Aido Robot,https://e27.co/startup/aido-robot,http://aidorobot.org/,United States of America,,,,,,,,"Aido is the next generation social family robot. Smart, interactive, and uniquely mobile, Aido is the first social robot that can move around your home/office to help improve your lifestyle.",
InstaSpaces,https://e27.co/startup/instaspaces,https://www.instaspaces.in/,India,,,,,"http://www.twitter.com/instaspaces,https://www.facebook.com/InstaSpaces,https://www.linkedin.com/company/instaspaces",,,On-Demand Meeting Rooms & Virtual Offices,"We provide mobility solutions to today's mobile and flexible work force.We bring best professional work spaces like meeting rooms, raining rooms etc. near you which are bookable on-demand and hourly basis. Now you don't have to pay for the entire day when your requirement is only for few hours. Reliability, accuracy, time-saving and service standards are of utmost importance for our success, and we strive to achieve that day in day out for each and every booking."
IDS Web Hosting,https://e27.co/startup/ids-web-hosting,https://www.idswebhosting.com,India,Computer Security,2007,,,"http://www.twitter.com/idswebhosting,https://www.facebook.com/idswebhosting/,https://www.linkedin.com/company/ids-webhosting/",,,IDS Web Hosting is a leading provider of hosting solutions to help small and medium sized business attain success online.,"Web hosting is all about posting your website or web pages onto the internet so that it can be viewed by all. IDS Web Hosting was set with a vision to help businesses ensure round the clock uptime over the web. Working as a one-stop hosting service provider, we strive hard to offer the best possible solutions for your business. Our years of experience in the industry help us in delivering true value solutions for all kinds of server and web application needs."
Grant Writing Corporation,https://e27.co/startup/grant-writing-corporation,https://grantwritingcorporation.com/,United States of America,,,,,,,,Grant Writing Corporation is the best writing agency with a huge panel of experienced writers. Grant Writing Corporation is a one-stop platform to get advance writing solutions.,
Global School Of Internet Marketing,https://e27.co/startup/gsimdigital,http://gsim.digital/,India,,August 2018,,,,,,"GSIM India's first digital marketing institute delivering advanced digital marketing course in Delhi, Bangalore & Hyderabad via classroom teaching & live online ...",
Hotsprice Online Service Pvt Ltd,https://e27.co/startup/hotsprice-online-service-pvt-ltd,https://www.hotsprice.com,India,,,,,,,,Hotsprice| Best search compare and buying sites in India where you compare lots of product in single place.,
D'LIFE Home Interiors,https://e27.co/startup/d-life-home-interiors,https://www.dlifeinteriors.com/location/bangalore/,India,,,,,"http://www.twitter.com/dlifeinteriors,https://www.facebook.com/dlifehome/,https://www.linkedin.com/company/dlife-interiors",,,D’LIFE Home Interiors is the most reliable company for interior designing in Bangalore. The largest interior design company in Kerala and Bangalore offers 100% customized products in premium products,"D’LIFE Home Interiors is the most reliable company for interior designing in Bangalore. The largest interior design company in Kerala and Bangalore offers 100% customized products in premium products at relatively moderate cost. Be it a Modular Kitchen or complete home interior furnishing, the company offers custom-made designs and products for each customer. The company has 9 showrooms across Kerala and Bangalore, so that the customers can easily visit their nearest branch and discuss the requirements."
Sandep.jsc,https://e27.co/startup/sandep-jsc,http://sango.us,Vietnam,,,,,,,,"Sàn Đẹp nhập khẩu và phân phối, thi công lắp đặt sàn gỗ công nghiệp, sàn gỗ tự nhiên, sàn nhựa, sàn gỗ nhựa ngoài trời giá rẻ tại Hà Nội",
olagist,https://e27.co/startup/olagist,https://web.olagist.com/,Nigeria,,,,,,,,Number one entertainment hub in Africa,
Office24 Coworking Space,https://e27.co/startup/office24-coworking-space,http://www.office24.co.in,India,Real Estate,August 2010,,,"http://www.twitter.com/office24India,https://www.facebook.com/office24india/,https://www.linkedin.com/company/office24/",,,"Office24 is a brand name which offers fully serviced offices, co-working offices, virtual offices, and meeting rooms in Delhi.","Office24 is a brand name which offers fully serviced offices, co-working offices, virtual offices, and meeting rooms in Delhi. The office spaces are fully functional and there is no issue of electricity and the internet connection. Office24 offers office spaces having conference facilities, meeting rooms, mail services, print and courier services, and other requirements of the offices. The aim is to support the start-ups and small businesses and give them perfect space to flourish and grow in their business niche. There are 2-6 person boutique spaces and co-working spaces for the small startups and businesses. Customer satisfaction is the ultimate goal of the company."
Gistlify,https://e27.co/startup/gistlify,https://gistlify.com/,Nigeria,,,,,,,,No 1 African Largest Forum to Connect With People!,
MgiWebzone,https://e27.co/startup/mgiwebzone,https://www.mgiwebzone.com/,India,,,,,"http://www.twitter.com/mgiwebzone,https://www.facebook.com/MgiWebZone/,https://in.linkedin.com/company/mgiwebzone",,,MgiWebzone in India is one of the Top Rated SEO Services and Digital Marketing Company in India. info@mgiwebzone.com | +91-76340-78909,Best SEO Company in Delhi and Digital Marketing Agency in India
BlockChain Daily,https://e27.co/startup/blockchain-daily,http://blockchaindaily.com/,United Kingdom,,,,,,,,Blockchain has been changing the face of global finance but we are only just scratching the surface of its applications. Blockchain and cryptocurrency are a quiet revolution that you need to be ahead ,
InvoiceApp,https://e27.co/startup/invoiceapp,https://getinvoice.co,Nigeria,Accounting,January 2017,,,"http://www.twitter.com/theinvoiceapp,http://www.facebook.com/theinvoiceapp,https://www.linkedin.com/company/invoice/",,,Free Online Invoicing Software For Small Business Owners & Freelancers.,InvoiceApp is a free online invoicing software for small business owners and freelancers. The solution makes it extremely easy for businesses and freelancers to bill clients and get paid online.
DataMail,https://e27.co/startup/datamail,https://www.datamail.in/,India,,,,,"http://www.twitter.com/idnmail,https://www.facebook.com/idnmail",,,DataMail is an email service provider that offers an Email Address in the language of your choice and allows communication to the world in your preferred language.,DataMail is an email service provider that offers an Email Address in the language of your choice and allows communication to the world in your preferred language. DataMail is leading to bridge the gap in between English and Non- English writing/reading population.
Restorative Innovation,https://e27.co/startup/restorative-innovation,https://www.restorativeinnovation.com/,Singapore,Consulting,,Jovan Tan,,"https://www.facebook.com/RestorativeInnovation/,https://www.linkedin.com/company/restorativeinnovation/",,,"Restorative Innovation is a framework that refers to new strategies, ventures, products & concepts that are designed to restore health, humanity & the environment.","Restorative Innovation is a framework & an innovation model that refers to new strategies, ventures, products and concepts that are designed to restore health, humanity & the environment in addition to creating & capturing a promise of value for the consumer."
Vibetribe,https://e27.co/startup/vibetribe,https://vibetribe.com.sg,Singapore,Consulting,,,,"https://www.facebook.com/vibetribeSG,https://www.linkedin.com/company/vibetribesg",,,"Get access to real-time survey results and insights. Log in to your account anywhere, anytime to access your insights. Start planning your post-survey actions even before the data collection ends!",Quikvibes™ - Quicker Analytics for Faster Solutions:
U Will Drive School,https://e27.co/startup/u-will-drive-school,https://www.uwilldrive.com.au/,Australia,,,,,"http://www.twitter.com/uwilldrive,https://www.facebook.com/Uwilldrive-489751837829067/",,,"U-Will Drive Driving School, a renowned driving school in Melton with a team of accredited driving instructor offers automatic and manual driving lessons .","Located in Melton, U-Will Drive Driving School is the renowned driving school providing efficient and reliable driving lessons. With more than 29 years of experience,"
